full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
"Opposition smells a rat in moving voting machines in TN
#TamilNadu #SatyabrataSahoo #ElectionCommission #AIADMK #VVPAT #EVMs #EVMControversy #Pannerselvam #DMK #Elangovan #LokSabhaElections2019 
https://t.co/LgcBXW6lwC",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Oh my hat! I can't believe the @IECSouthAfrica! You can erase the election ink, take yourself to another voting station &amp; vote again. The ID scanner isn't connected to a network &amp; only works at a particular station.

The most that IEC can do is threaten citizens. #vote2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Africa,
we love you, our beautiful land.
Let's show the whole world we can bring peace in our land.

Father, we pray day and night for unity
show us the way father to bridge the gab of hate.
#2019Elections https://t.co/7rJ6levZ9w",0,0,0,0,0,0,0,0,0,0,0,0,0,0
What’s #chump afraid of?  #BiggestLoserTrump the people didn’t vote for you Russia did! #AmericansForImpeachment #GoVote #TrumpTaxReturns #yourfired #notmypresident #IndictTrump #ImpeachBarr #youallsuck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geez guys we really cant have another 5 years of blackouts, spiralling prices, corruption and basically a failed state. I beg you for us all to vote DA. #KhulaDA  #VoteDA #2019elections",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@IndiaToday: Have issues taken a back seat in this election?
@syedzafarBJP and @AiyshwaryaM debate on #5iveLive with @ShivAroor: https://t.co/L0M7ZwkRN3
#LokSabhaElections2019 https://t.co/DOJpPxDUUJ https://t.co/L0M7ZwkRN3",1,0,0,0,0,0,0,0,0,0,0,0,0,0
This is probably not a clean election year. The IEC has failed to execute their promises. This might not be the only incident. #SAElections2019 #AfterVotingIExpect #Elections2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@AkalLess @GautamGambhir अब यह बात चप्पू ( @ArvindKejriwal ) और टप्पू (@msisodia ) को कौन समझाये। उनको समझाना मतलब भैंस के आगे बीन बजा�,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@TimesNow @ANI #ShikharSammelan2019 #LokSabhaElections2019
Bribes to press: Leh poll officer for FIR against BJP | Elections News, The Indian Express https://t.co/Xn9QgbF7ug",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"#Elections2019 #SAElections2019 #IEC confirms that apart from the ink , there are no other safe guards to prevent those who might want to vote twice #baytv260 #TelkomSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
@DepartmentWomen @Musaprojects @AlwaysZA @Free_Sanitary_P @padsrus16 The Wandile Zulu Foundation has been calling for FREE #menstrualpads #sanitarypads for ALL poor school girls who miss vital school days and some drop out of school because of #menstruati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Your vote counts! We hope all of you who are +18 years old made your mark today in South Africa🇿🇦🗳 

#elections2019 #onlinecareerguidance https://t.co/UXAPObUcb0",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My vote is my choice!!

Please vote for me by smsing 073 to 35701 retweet.

#thefaceofartsafrica
#artsafrica
#itsartsafrica
#VOTINGDAY
@thefaceofartsafrica
@itsartsafrica
@justyouartist
@taylatalentscout https://t.co/ghRhClLBWn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yho this rain is getting worse. Rain and wind. I am sure in places where only tents were used for voting they are destroyed by this weather #SAElections2019 #VotingDay #SADecides2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@djlooksa @IECSouthAfrica @mashiyanef True... They are!!!! I still say there needs to be another process in which we conduct these processes of election. It cannot be that IEC can be and will only be the only organization to provide elections... #Competit,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#IVotedEFF because I want decisions about my future to be made by people who'll be alive in the future... Plus @MYANC e reteletse for far too long, freedom alone is not enough!!!
Enough ka mmuso wa mapantiti!!!🙅🏾‍♂️ #VoteForChange",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Part of the pack that was an apathetic voter, but I went out &amp; made my mark, with my last glimmer of hope for a better SA #SAElections2019 #IMadeMyMark #2019Elections #SADecides2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SY Mamabolo banna 🤦🏽‍♂️
We can’t depend on a thumb as a security feature that ensures people don’t vote more than once. Clearly we are not going to have electronic voting in the next 25 years. In fact the 4IR is going to pass us in our slumber #SADecides2019 #Elections2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am afraid that the question to Sy Mamabolo about the safety features around voting twice has not been responded to.
The @IECSouthAfrica is just relying on the goodness of South Africans, including some threats.

#SAElections2019 
#Elections2019 
#SADecides2019 
@AldrinSampear https://t.co/UnGLAru2R5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2019Elections Mamabolo evades the question of whether there are any other safety measures to ensure that a voter votes more than once. @KayaNews #2019kaya https://t.co/RBLlMilFkA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@IECSouthAfrica So from what I'm hearing zip zip scanner is just for slip. The only measure was ink. with ink being removal that means there's no measure left.
#SAElections2019 #Elections2019 #SADecides2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
The voting ink is not a sure-fire safeguard. @IECSouthAfrica  needs to implement more fool and fraud-proof methods to ensure each registered voter only gets one vote.  #Elections2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#SAElections2019 #SADecides2019 #XsêDay #VotingDay #VotingDay #SADecides Your never too young to have a politcal affiliation as is the case with my 5 year old sister😂 https://t.co/dC5KwGvG0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Opposition unable to complain about inflation now: PM woos Delhi | Indiablooms - First Portal on Digital News Management https://t.co/GSY45kKFFF #Modi,#LoksabhaElection2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
So the IEC has no other safety measures put to ensure people don't vote more than once except the ink. #Elections2019 #SAElections2019 #SADecides2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@IndiaToday: #LokSabhaElections2019
Modi vs Gandhi: PM Modi fires at Gandhis at #Delhi’s Ramlila Maidan, vows to jail Vadra
#NewsToday with @ShivAroor
LIVE: https://t.co/ZFBn4rKHLF https://t.co/KXE330eBLb https://t.co/ZFBn4rKHLF",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Just cast my vote. It literally took me a total of 5 minutes from arrival, standing in the line, being assisted, casting my vote and putting it in the ballot box 🗳#YourVoiceYourVote #Elections2019 https://t.co/14jvW5RsLf",0,0,0,0,0,0,0,0,0,0,0,0,0,0
@PuskarDwivedi @MalalaFund @Malala @AbeShinzo @stlpcs @robyn_lance @chuckclj @Lexa_Merica @ChapulinColoRed @Mommafrogg @ROCKONOHIO @CherylAndrews59 @OurAmericanLife @BodeanSmith @Dbargen @ray_hessel @PatriciaBride @Hiveaclue @ThereseOSulliv2 @PaMilitaryWi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saw that the libs are in full campaign mode with T-shirt promotion in exchange of donations... Well, we can have our own T-shirt version which is much more appealing to MANY Canadians eh? What do you think Canada?
#Canada #Elections2019 #CanadianElections #Oct21 https://t.co/o5AmZm4XHr",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Happy to inform ~ from today 3 AGP ministers who had submitted their resignations from Assam govt will resume office. Also glad to share that @BJP4Assam #AGP &amp; Bodoland People’s Front have sealed alliance for upcoming #LokSabhaElections2019

@narendramodi @AmitShah @rammadhavbjp https://t.co/nqZFir4rR1",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Happy to inform ~ from today 3 AGP ministers who had submitted their resignations from Assam govt will resume office. Also glad to share that @BJP4Assam #AGP &amp; Bodoland People’s Front have sealed alliance for upcoming #LokSabhaElections2019

@narendramodi @AmitShah @rammadhavbjp https://t.co/nqZFir4rR1",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"#AskGadkariOnBTVI Twitter Query: Why Are Mumbai Roads So Bad? When Will Mumbai Get Good Roads? You Have Built Great Highways, But When Will You Turn To Mumbai's Roads?

@nitin_gadkari 
@szarabi 

#LIVE https://t.co/p1NGNEKN25
#Elections2019 
#VoteKar https://t.co/rbDrvNKech",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Former @INCKarnataka president &amp; senior Congress leader is absolutely sure that @narendramodi will win #LokSabhaElection2019.

Listen to what he says

Congress knows they lack leadership, skills, vision &amp; they are fighting a loosing battle.

#ChowkidarPhirSe https://t.co/rgBRWGS9qi",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#IndiaElects #LokSabhaElections2019
""The treatment meted out to BJP veterans Murli Joshi and L K Advani is against our culture. In Hinduism, we are taught to respect our elders"", says @ArvindKejriwal.
https://t.co/vDG483PxVf",0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Last month, I gave an extensive interview to the @NewIndianXpress on state of the economy, jobs, freedom to dissent and digital communication in the age of social media. 

You may watch it in the link below. https://t.co/FkUJGbb5rx",0,0,0,0,0,0,0,0,0,0,1,0,0,0
It was completely fun to have you at my studio Bhakti... thank you so much for being a part of the initiative ... #ReasonToVote ft @BhaktiKubavat - coming soon :) #VoteKar #LokSabhaElections2019 https://t.co/xKZReRvfJF,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"At the Nomination of NDA candidate from Nawada Sh. Chandan Kumar. 

Bihar has complete faith in the bold leadership of Sh. @narendramodi

#ModiHaitoMumkinHai
#LokSabhaElections2019

राष्ट्रीय जनतांत्रिक गठबंधन के नवादा से उम्मीदवार श्री चंदन कुमार जी के नामांकन के दौरान। https://t.co/mhCC4PqGQq",0,0,0,0,0,1,0,0,0,1,0,1,0,0
"Glimpses of today's rally at Raiganj Town as Comrade @salimdotcomrade submitted his nomination for Raiganj LS constituency. Defeat BJP-TMC, elect Left and ensure Secular Govt at theCentre. 
#Vote4Left 
#LokSabhaElections2019 https://t.co/cNGPhdEUuh",0,0,0,0,0,0,0,0,0,0,0,0,1,1
Joined the BJP-Shiv Sena alliance candidate Shri. Anandraoji Adsul to file his nomination from Amravati for #LokSabhaElection2019. All our BJP-Shiv Sena workers will ensure that Adsulji gets a resounding victory in Amravati. https://t.co/cJ6lLZStBR,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Can The BJP Repeat Its 2014 Performance (12 out of 15) In The Himalayan Region?  
Watch #RajNitiElections2019 Debate With @szarabi At 8 PM. #OnlyOnBTVI #Elections2019 #VoteKar #BTVIFreeToAir https://t.co/69P9K6YAPm",0,0,0,0,0,0,0,0,0,0,1,0,0,0
Many leaders of the Grand Alliance are not taking the electoral plunge and #Indians know why. @republic @Republic_Bharat #reup #India #Elections2019 https://t.co/IooyDXtTtV,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Because seeing is believing❗️

#VVPAT allows you to verify and confirm that your #Vote has gone to the candidate of your choice.

#LokSabhaElections2019 #GeneralElections2019 #NoVoterToBeLeftBehind https://t.co/KfBwMjQUga",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Congress party, in its desperation, has resorted to using fake documents, leveling false allegations. They are just not going to make a difference in this election,"" says Union Minister Nirmala Sitharaman 

#LokSabhaElections2019 https://t.co/OjPIYoOvvr",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#BattleOf2019 – Around 19 seats are for YSR and 6 for @JaiTDP, @prathammittal (Founder, NetaApp), tells @bhupendrachaube on #Viewpoint. | #ElectionsWithNews18 https://t.co/j1mkCfNYAq",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019  Tejasvi Surya Can't Keep Calm, Tweets 'OMG' As BJP Fields Him For Bangalore South @Tejasvi_Surya @BJP4Karnataka @nsitharaman @nrkbjp @Tej_AnanthKumar @SureshNakhua @amritabhinder 

https://t.co/Eo8zyfAJNs",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Former BJP leaders Ghanshyam Tiwari and Surendra Goyal and one dozen independent MLAs in Rajasthan joined Congress in presence of its President #RahulGandhi in Jaipur's Ramleela Maidan on Tuesday evening @DeccanHerald 

#LokSabhaElections2019 #Rajasthan",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Heartfelt congratulations to all the Leaders on being selected as Congress Party Candidate for  the 2019 Lok Sabha Election.

We wish you a great victory and Success in the political Journey.

#GoaCongress #LokSabhaElections2019 https://t.co/4bOReJRoBc",0,0,0,0,1,1,0,0,0,0,0,0,1,0
"The latest criminal case filed against the #BJP candidate was on March 16 at Dinhata police station in Coochbehar district for cheating and criminal breach of trust.

#LokSabhaElections2019

https://t.co/wMuSqWJRJy",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Voting is one superpower which every citizen possess. While some superheroes wear a cape, we all mark it on our finger. @ECISVEEP @AshokLavasa @deepakj2012 @TwitterIndia @SpokespersonECI #ElectionsOnTwitter #Elections2019 #ECI #MakeYourMarkTN https://t.co/KpurmKlpnm",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TRS Party Working President Sri @KTRTRS along with Karimnagar MP candidate Sri @vinodboianpalli, Minister Sri @Eatala_Rajender participated in a public meeting in Sircilla constituency.
#TelanganaWithKCR
#VoteForCar 
#LokSabhaElections2019 https://t.co/d2ADfrZ5WH",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Shiv Sena Chief Uddhav Thackeray: Rajendra Gavit (with the tilak on forehead), BJP’s sitting MP from Palghar Lok Sabha seat, has joined Shiv Sena. He will be Shiv Sena's candidate from Palghar, Maharashtra.
#LokSabhaElections2019 https://t.co/CFCkuhnGAJ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thank you @PMOIndia @narendramodi

At @BTVI we strive daily to offer viewers a comprehensive overview of India’s incredible growth &amp; opportunities.

It wouldn’t be possible without our democracy-with #VoteKar at its core.

We Pledge To Help Spread The Message!

#Elections2019 https://t.co/CFG9FXaNU2",0,0,0,0,1,1,0,0,0,0,0,1,0,1
"Veteran actor and former MP #JayaPrada joined the Bharatiya Janata Party (@BJP4India ) on Tuesday: ANI

#ElectionsOutlook #LokSabhaElections2019 

Follow updates here: https://t.co/z9r0zrMVFu https://t.co/tdG8elZYb5",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A former Samajwadi Party MP from Rampur, Uttar Pradesh, #JayaPrada says that joining the BJP is a key moment of her life.

https://t.co/y38ahlFWZW

#ElectionsWithHT #LokSabhaElections2019",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#JayaPrada says that she was joining the BJP as she was impressed with the work of Prime Minister @narendramodi.

Read: https://t.co/y38ahlFWZW

#LokSabhaElections2019 #ElectionsWithHT https://t.co/IqtA5EwsjS",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"#NewsAlert | I have been welcomed in @BJP4India with due respect. Today, for the first time I am joining a national party. I thank #NarendraModi ji. I feel fortunate that I’ll be able to work as per his vision for the nation: #JayaPrada after joining BJP, ahead of #Elections2019. https://t.co/RnoAW8f3qI",0,0,0,0,1,1,0,0,0,1,0,1,0,1
"PDP President @MehboobaMufti said any attempt to fiddle with the special status of #JammuAndKashmir is fraught with dangerous consequences and has the tendency to turn the state into a war theatre.
#ElectionsOutlook #LokSabhaElections2019
https://t.co/LYzNfcfvKb",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""Advani Ji and Dr. Murli Manohar Joshi refused to contest the Lok Sabha polls. Similarly, I also refused to contest,"" Vijayvargiya said.
.
#LokSabhaElections2019
https://t.co/URZbc7ypKo",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Namaste #India
Historic judgement by Madras High Court amid the cacophony of #LokSabhaElections2019 Good to see our Secular Republic assert Canon Law is not above Indian law. Unless overturned by Supreme Court, this will end a racket in the name of god. https://t.co/4n2aBaBD3X",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"#LoksabhaElections2019 campaigning for the day begins from Sirikonda, Nizamabad. I earnestly seek blessings and support of Sirikonda people. They always stood with us in the past &amp; I hope they will keep doing so. 

#MissionTRS16 #JaiNizamabad #BestCMKCR #VoteforCar https://t.co/qf7oMF1cYM",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"My schedule for #LoksabhaElections2019 campaigning. I request all the people of Telangana for their kind support for upcoming elections. 

#VoteforCar #JaiTelangana #BestCMKCR #MissionTRS16 @trsinnews @trspartyonline https://t.co/qEmnyl12wV",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Addressing Sirikonda meeting for upcoming #LoksabhaElections2019. TRS party is working towards betterment of every strata of Telangana &amp; gives assurance to complete all the promises. 

#VoteforCar #BestCMKCR #MissionTRS16 #JaiTelangana https://t.co/iJKvynL8OX",0,0,0,0,0,0,0,0,0,1,0,0,0,0
